BOJ,Bulgaria,9
EIN,Netherlands,8
MSN,United States,7
OLB,Italy,6
TPS,Italy,7
DRW,Australia,10
TSV,Australia,6
PNS,United States,5
PSP,United States,9
BOO,Norway,10
IFN,Iran,10
FMO,Germany,5
PFO,Cyprus,7
CAK,United States,6
ICT,United States,9
TRF,Norway,8
OVD,Spain,5
JAI,India,8
BDS,Italy,7
YYJ,Canada,5
TLL,Estonia,9
BTV,United States,7
MYR,United States,8
MMX,Sweden,8
SXM,Netherlands Antilles,5
OVB,Russia,10
ALP,Syria,8
MHD,Iran,10
LKO,India,7
BCD,Philippines,4
GDN,Poland,8
KIN,Jamaica,7
SRQ,United States,8
JZH,China,9
NRN,Germany,6
TAK,Japan,6
MPL,France,7
RYG,Norway,6
ITO,United States,8
JJN,China,7
FYV,United States,4
JAN,United States,7
TZX,Turkey,7
LJU,Slovenia,10
BWN,Brunei,10
FDF,Martinique,10
PLZ,South Africa,4
GSP,United States,10
PLM,Indonesia,6
GRX,Spain,8
KRR,Russia,8
AAL,Denmark,7
MDT,United States,9
AJA,France,6
AGA,Morocco,9
AHO,Italy,8
YLW,Canada,7
VAR,Bulgaria,6
PPT,French Polynesia,10
DAR,Tanzania,8
AXT,Japan,6
XRY,Spain,6
WRO,Poland,6
AER,Russia,8
LIL,France,8
POM,Papua New Guinea,7
FAT,United States,8
HSV,United States,10
VGO,Spain,6
KWJ,South Korea,8
ACC,Ghana,10
SAH,Yemen,10
NAN,Fiji,10
EVN,Armenia,10
LCG,Spain,4
PDG,Indonesia,7
MCZ,Brazil,7
CUZ,Peru,10
GOA,Italy,10
MYY,Malaysia,7
SXB,France,6
HDY,Thailand,9
LST,Australia,4
DAD,Vietnam,9
AOJ,Japan,9
KIJ,Japan,6
SLZ,Brazil,6
PAD,Germany,6
BIQ,France,5
ZUH,China,10
CJB,India,7
MDL,Myanmar [Burma],10
AKJ,Japan,6
CTG,Colombia,7
LBB,United States,10
XNA,United States,7
MBA,Kenya,10
RTM,Netherlands,6
CAE,United States,7
NTL,Australia,6
BIA,France,7
ACY,United States,9
PHC,Nigeria,9
EBB,Uganda,10
NAG,India,9
MMY,Japan,4
PNK,Indonesia,6
YYT,Canada,7
XNN,China,8
USM,Thailand,5
PHF,United States,6
HMO,Mexico,6
CGY,Philippines,6
FNT,United States,6
MKY,Australia,4
POZ,Poland,7
ETH,Israel,4
SJW,China,10
JHB,Malaysia,10
ABJ,Ivory Coast,8
TAE,South Korea,8
BES,France,9
SWA,China,6
MVD,Uruguay,9
FKB,Germany,10
MLG,Indonesia,4
BOH,United Kingdom,6
MID,Mexico,9
LEX,United States,5
CID,United States,7
VVO,Russia,10
SPC,Spain,5
ALY,Egypt,5
TAC,Philippines,5
TBZ,Iran,10
TSE,Kazakhstan,10
IGU,Brazil,5
CGR,Brazil,7
KGD,Russia,6
USN,South Korea,4
BBI,India,5
SPU,Croatia,7
INN,Austria,4
SID,Cape Verde,10
MCY,Australia,4
DYG,China,7
MLI,United States,9
KUF,Russia,9
YXE,Canada,7
YQR,Canada,6
MMB,Japan,6
UFA,Russia,10
YQB,Canada,7
ORN,Algeria,9
ASB,Turkmenistan,10
LEI,Spain,9
POP,Dominican Republic,9
SBA,United States,4
BGW,Iraq,10
SXR,India,10
GRZ,Austria,8
TAG,Philippines,6
KJA,Russia,10
VRA,Cuba,10
CUL,Mexico,6
DBV,Croatia,10
CJJ,South Korea,7
BAQ,Colombia,8
KZN,Russia,10
LGK,Malaysia,10
FAI,United States,10
MAF,United States,8
ASW,Egypt,10
LLA,Sweden,10
KHV,Russia,10
CUR,Netherlands Antilles,10
COR,Argentina,9
GPT,United States,7
DIY,Turkey,10
BAV,China,6
BJX,Mexico,10
PEW,Pakistan,7
SGF,United States,6
KRS,Norway,5
DSA,United Kingdom,8
BZV,Congo - Brazzaville,10
KBR,Malaysia,5
BKO,Mali,7
AMA,United States,10
ZTH,Greece,5
PAT,India,4
BIL,United States,9
ABE,United States,6
AES,Norway,6
MGA,Nicaragua,6
CFU,Greece,6
MFE,United States,5
EOH,Colombia,7
BGR,United States,10
IDR,India,6
SDR,Spain,6
MSQ,Belarus,10
UME,Sweden,6
KLO,Philippines,5
PIE,United States,8
DUD,New Zealand,4
SGC,Russia,8
IKT,Russia,9
VSA,Mexico,5
NVT,Brazil,4
MPH,Philippines,4
HRL,United States,7
VER,Mexico,6
UBJ,Japan,6
AJU,Brazil,5
VPS,United States,10
TLH,United States,6
BEN,Libya,10
KIV,Moldova,10
CRP,United States,6
STI,Dominican Republic,7
BTR,United States,6
DYU,Tajikistan,9
DJJ,Indonesia,5
AQI,Saudi Arabia,8
EXT,United Kingdom,5
FIH,Congo - Kinshasa,10
TSR,Romania,10
BLI,United States,5
JPA,Brazil,7
IOM,United Kingdom,4
FAR,United States,7
DLA,Cameroon,8
PDL,Portugal,6
ZQN,New Zealand,4
EUG,United States,6
IXE,India,8
GRB,United States,7
DWC,United Arab Emirates,10
BZN,United States,7
LBV,Gabon,8
JNU,United States,7
BND,Iran,10
KTA,Australia,4
GSE,Sweden,5
JTR,Greece,5
MZT,Mexico,7
FRU,Kyrgyzstan,10
FSD,United States,7
TJM,Russia,9
FKS,Japan,6
SZF,Turkey,8
LNZ,Austria,8
CHA,United States,6
PUF,France,6
AJF,Saudi Arabia,10
YMM,Canada,4
ROA,United States,5
LUN,Zambia,10
JAC,United States,4
IXA,India,6
TRZ,India,6
INV,United Kingdom,4
SBN,United States,7
ANU,Antigua and Barbuda,7
UDI,Brazil,4
BGA,Colombia,5
GZT,Turkey,8
THE,Brazil,5
TLN,France,5
WDH,Namibia,10
SIP,Ukraine,10
CUU,Mexico,7
LPB,Bolivia,10
SDV,Israel,4
IXJ,India,5
TRS,Italy,8
ROK,Australia,7
VVI,Bolivia,10
BDA,Bermuda,8
ACA,Mexico,10
OUL,Finland,7
RMF,Egypt,8
AVL,United States,6
YQT,Canada,4
YNJ,China,7
HRE,Zimbabwe,10
CLJ,Romania,5
PMC,Chile,7
GCN,United States,7
SBW,Malaysia,8
SZB,Malaysia,10
LWO,Ukraine,7
SPN,Northern Mariana Islands,7
ASR,Turkey,8
AMQ,Indonesia,6
SKP,North Macedonia,6
LDB,Brazil,5
TNR,Madagascar,9
KBV,Thailand,9
MME,United Kingdom,6
OBO,Japan,6
AFW,United States,8
VTZ,India,9
MFR,United States,7
ASJ,Japan,4
FDH,Germany,6
AZA,United States,9
VAN,Turkey,7
MDZ,Argentina,8
MOB,United States,7
PLU,Brazil,7
GIZ,Saudi Arabia,9
CND,Romania,10
FRL,Italy,6
ATW,United States,6
ASP,Australia,6
AWA,Ethiopia,10
MSO,United States,8
KER,Iran,10
BRC,Argentina,6
CVT,United Kingdom,5
PMR,New Zealand,4
IXB,India,8
FSZ,Japan,6
ATQ,India,10
HOG,Cuba,9
UYN,China,4
SXF,Germany,8
NOC,Ireland,6
CEI,Thailand,8
RSU,South Korea,5
ROV,Russia,6
CRW,United States,4
PSC,United States,6
CRK,Philippines,9
CJS,Mexico,7
HAU,Norway,5
RAP,United States,7
IXC,India,7
BLK,United Kingdom,4
PPS,Philippines,7
TMP,Finland,7
REG,Italy,4
SAP,Honduras,8
SRG,Indonesia,7
FWA,United States,10
ELS,South Africa,4
UVF,Saint Lucia,7
ZAZ,Spain,10
MAO,Brazil,7
MJT,Greece,6
BMI,United States,6
YQM,Canada,6
ZIH,Mexico,6
WEH,China,7
ASU,Paraguay,10
SHV,United States,7
TWU,Malaysia,7
ADZ,Colombia,6
LBC,Germany,5
PEE,Russia,9
EVE,Norway,8
RPR,India,4
SDK,Malaysia,5
CBB,Bolivia,10
AAR,Denmark,8
HAH,Comoros,8
KSH,Iran,10
VNS,India,5
YIH,China,7
RDM,United States,5
SCN,Germany,4
FAY,United States,6
PIA,United States,9
TGZ,Mexico,6
SMR,Colombia,4
RNS,France,5
ASE,United States,5
VLN,Venezuela,8
MDE,Colombia,10
ACK,United States,4
RMI,Italy,8
IXZ,India,10
NQN,Argentina,7
MLM,Mexico,10
IMF,India,7
TBS,Georgia,8
GRK,United States,9
AAQ,Russia,6
FSC,France,6
TGU,Honduras,4
YHM,Canada,9
ZAM,Philippines,7
CXR,Vietnam,9
ABS,Egypt,8
DOK,Ukraine,6
GJT,United States,9
ERZ,Turkey,10
TRI,United States,6
IQT,Peru,6
PVH,Brazil,6
TUU,Saudi Arabia,9
LDE,France,8
BTJ,Indonesia,6
PZO,Venezuela,5
CUE,Ecuador,4
AOI,Italy,8
LFT,United States,6
AVP,United States,6
BRN,Switzerland,4
CHO,United States,4
TIV,Montenegro,7
IGR,Argentina,10
KSC,Slovakia,9
PEI,Colombia,5
MCP,Brazil,5
YXX,Canada,8
WUS,China,5
EAS,Spain,4
NWI,United Kingdom,4
ZNZ,Tanzania,6
CCF,France,5
LDY,United Kingdom,4
UUS,Russia,10
AGS,United States,6
YIW,China,6
VTE,Laos,8
SMI,Greece,5
KHG,China,9
HLZ,New Zealand,5
MRY,United States,6
JMK,Greece,4
PSR,Italy,6
LBU,Malaysia,6
TVC,United States,4
BDQ,India,6
DAB,United States,9
VLL,Spain,8
CFE,France,9
SWF,United States,10
PNA,Spain,5
BZE,Belize,5
CUC,Colombia,6
HYN,China,6
HLD,China,7
FAE,Denmark,4
NQY,United Kingdom,7
AAE,Algeria,8
PGF,France,6
BON,Netherlands Antilles,8
CZX,China,8
YXU,Canada,7
BRQ,Czech Republic,7
LAP,Mexico,6
BQN,Puerto Rico,10
FMM,Germany,8
IXM,India,4
SRZ,Bolivia,8
FEZ,Morocco,9
BJL,Gambia,10
YKS,Russia,10
BIS,United States,7
OAX,Mexico,6
ENH,China,5
SLU,Saint Lucia,4
KSU,Norway,4
EGE,United States,7
TNG,Morocco,10
MRV,Russia,10
AGH,Sweden,4
USH,Argentina,8
SJJ,Bosnia and Herzegovina,7
ULN,Mongolia,9
RAI,Cape Verde,5
XUZ,China,10
MXL,Mexico,7
YCU,China,8
LGG,Belgium,10
HUI,Vietnam,7
BTU,Malaysia,7
BHY,China,9
COO,Benin,6
DSN,China,6
PLS,Turks and Caicos Islands,6
CAY,French Guiana,9
CIY,Italy,6
LIG,France,6
KLU,Austria,7
TGG,Malaysia,8
YQU,Canada,4
HME,Algeria,8
TRC,Mexico,7
TAM,Mexico,7
MLX,Turkey,10
YXS,Canada,10
GNB,France,9
HSN,China,6
TGD,Montenegro,6
NOU,New Caledonia,9
SKB,Saint Kitts and Nevis,6
MGM,United States,7
LFW,Togo,8
ADE,Yemen,9
SLA,Argentina,8
LGP,Philippines,6
OUA,Burkina Faso,9
FCA,United States,7
EVV,United States,6
ALF,Norway,5
PHE,Australia,6
KUN,Lithuania,10
CFS,Australia,5
GES,Philippines,9
BDO,Indonesia,5
BET,United States,4
CZM,Mexico,7
CLY,France,6
EGC,France,5
UDR,India,6
ZCL,Mexico,8
GBE,Botswana,8
HEA,Afghanistan,7
AEX,United States,8
IQQ,Chile,10
TKU,Finland,6
OSD,Sweden,6
BXU,Philippines,4
CWA,United States,6
AZO,United States,4
MBS,United States,6
DGT,Philippines,4
EFL,Greece,6
MTR,Colombia,4
EAM,Saudi Arabia,9
HUY,United Kingdom,5
DRO,United States,8
SCE,United States,5
TIF,Saudi Arabia,10
STM,Brazil,6
VBY,Sweden,4
ZHA,China,6
AGU,Mexico,8
FTE,Argentina,7
PBM,Suriname,10
LIR,Costa Rica,7
IXR,India,7
LAN,United States,6
GTF,United States,9
SBP,United States,4
LNK,United States,10
FKI,Congo - Kinshasa,10
LUM,China,5
BHO,India,5
HAS,Saudi Arabia,10
ERI,United States,4
BNK,Australia,4
IDA,United States,7
KRT,Sudan,8
PMW,Brazil,6
SLL,Oman,10
FBM,Congo - Kinshasa,9
CCP,Chile,6
EWN,United States,4
TSJ,Japan,4
GIB,Gibraltar,4
JRO,Tanzania,10
ETZ,France,9
LRM,Dominican Republic,8
ABX,Australia,4
YDF,Canada,4
ELQ,Saudi Arabia,8
FPO,The Bahamas,10
KKN,Norway,5
HSG,Japan,4
RAO,Brazil,5
MDC,Indonesia,7
NSK,Russia,10
BFN,South Africa,7
RBR,Brazil,5
REL,Argentina,7
AXD,Greece,7
OAJ,United States,5
YZF,Canada,6
HUX,Mexico,7
KPO,South Korea,5
CMF,France,5
KVA,Greece,8
GPS,Ecuador,6
AYQ,Australia,7
RBA,Morocco,10
ERF,Germany,7
RST,United States,8
VRB,United States,6
KIS,Kenya,4
YYG,Canada,5
XIC,China,10
PAC,Panama,4
ELM,United States,5
RVN,Finland,9
ACV,United States,4
YTH,Canada,4
ITH,United States,5
UET,Pakistan,10
MUB,Botswana,4
NUX,Russia,7
YRT,Canada,4
GRJ,South Africa,4
LRH,France,6
DLH,United States,9
CKY,Guinea,10
KGI,Australia,4
GND,Grenada,7
HDN,United States,9
HTS,United States,4
CZL,Algeria,8
KRP,Denmark,8
UEO,Japan,4
VAA,Finland,7
GOM,Congo - Kinshasa,4
ANF,Chile,7
CIH,China,7
LAE,Papua New Guinea,6
SDL,Sweden,5
PBC,Mexico,10
YQX,Canada,9
YFC,Canada,6
SOC,Indonesia,7
URT,Thailand,8
FNA,Sierra Leone,9
HTY,Turkey,9
IFP,United States,6
OUD,Morocco,8
AZD,Iran,10
ZQW,Germany,8
SEZ,Seychelles,8
KDH,Afghanistan,9
RAR,Cook Islands,6
BZR,France,4
APL,Mozambique,4
NDR,Morocco,8
LCJ,Poland,6
NDJ,Chad,9
MEC,Ecuador,8
ATZ,Egypt,9
DIB,India,4
RAJ,India,4
WKJ,Japan,4
IXU,India,6
PUQ,Chile,8
TRG,New Zealand,4
LTI,Mongolia,6
PMF,Italy,5
WGA,Australia,4
MLB,United States,9
NJC,Russia,9
LYI,China,6
SZZ,Poland,6
BGM,United States,5
LZH,China,6
MUX,Pakistan,7
IVC,New Zealand,5
LMP,Italy,4
CJC,Chile,8
KYA,Turkey,10
RNN,Denmark,5
PUY,Croatia,8
APW,Samoa,8
GFK,United States,5
LSE,United States,7
LRD,United States,7
MQL,Australia,4
TOF,Russia,6
KTN,United States,6
OSS,Kyrgyzstan,7
KUO,Finland,8
NSI,Cameroon,10
SFT,Sweden,5
JDO,Brazil,4
LLW,Malawi,10
AOR,Malaysia,7
ZYL,Bangladesh,9
IXL,India,8
ZNE,Australia,5
BFL,United States,10
LYG,China,6
KSY,Turkey,10
LMM,Mexico,4
FNI,France,6
YSJ,Canada,5
ROT,New Zealand,4
SSG,Equatorial Guinea,8
PVK,Greece,8
GAJ,Japan,4
DZA,Mayotte,4
IMP,Brazil,4
TXN,China,7
YEV,Canada,4
GRQ,Netherlands,4
ROB,Liberia,10
VPE,Angola,9
BBO,Somalia,10
YQQ,Canada,9
MJZ,Russia,8
TUC,Argentina,8
MMK,Russia,6
LYH,United States,5
RFD,United States,9
JIB,Djibouti,9
PCL,Peru,8
HRK,Ukraine,5
LRT,France,6
NIM,Niger,9
PPP,Australia,5
MWZ,Tanzania,9
KUA,Malaysia,8
PBO,Australia,5
BEW,Mozambique,6
MAB,Brazil,4
OSR,Czech Republic,10
RZE,Poland,9
OCC,Ecuador,5
LVI,Zambia,6
TOL,United States,9
MLU,United States,6
CMI,United States,6
SDD,Angola,8
FLO,United States,4
MTJ,United States,9
ISA,Australia,7
KRL,China,8
YVQ,Canada,4
TPP,Peru,7
KTT,Finland,6
ZCO,Chile,4
VFA,Zimbabwe,6
TRU,Peru,9
ABI,United States,5
KEJ,Russia,9
RNB,Sweden,6
HLN,United States,7
BBA,Chile,7
MDG,China,7
ARI,Chile,5
BRO,United States,6
KIR,Ireland,4
HOR,Portugal,4
ENA,United States,6
DBO,Australia,4
YYR,Canada,10
SFQ,Turkey,5
ENU,Nigeria,6
BDU,Norway,6
SLP,Mexico,9
ZLO,Mexico,5
REX,Mexico,4
YKA,Canada,6
MQM,Turkey,7
ADQ,United States,6
JDZ,China,6
CBO,Philippines,4
HLP,Indonesia,8
LYP,Pakistan,8
URA,Kazakhstan,6
NVA,Colombia,4
KRN,Sweden,7
POL,Mozambique,4
PNZ,Brazil,9
CLL,United States,5
JUL,Peru,10
LOH,Ecuador,5
CUF,Italy,5
PSE,Puerto Rico,5
CBQ,Nigeria,6
RDZ,France,5
TYR,United States,5
EMD,Australia,4
EBJ,Denmark,7
RXS,Philippines,4
AEY,Iceland,6
BVB,Brazil,7
KGL,Rwanda,10
FSM,United States,6
CGD,China,7
OST,Belgium,9
YUM,United States,10
CAB,Angola,6
LYA,China,6
RTW,Russia,5
GEO,Guyana,6
CRD,Argentina,7
ACT,United States,5
NTG,China,6
BJA,Algeria,6
KLR,Sweden,5
YXY,Canada,8
DIL,East Timor,4
YBP,China,5
PDP,Uruguay,5
GOJ,Russia,8
HBE,Egypt,10
HIR,Solomon Islands,5
ABT,Saudi Arabia,10
BGF,Central African Republic,7
DGO,Mexico,8
YTS,Canada,4
TKN,Japan,4
IXS,India,4
TER,Portugal,10
MST,Netherlands,6
BHK,Uzbekistan,8
BHH,Saudi Arabia,9
FLG,United States,5
OTZ,United States,4
LCE,Honduras,9
SIT,United States,4
DNR,France,5
YSB,Canada,5
LWS,United States,4
VXO,Sweden,5
PEM,Peru,10
RTB,Honduras,5
LEN,Spain,5
HVB,Australia,4
FUJ,Japan,4
CPR,United States,9
LAW,United States,7
TCQ,Peru,6
YWK,Canada,4
AKX,Kazakhstan,9
DOM,Dominica,10
TAP,Mexico,4
PBG,United States,10
VXE,Cape Verde,4
KGP,Russia,7
PGD,United States,5
RIY,Yemen,9
ETM,Israel,10
